"","ID","LONG","LAT","ages","race","sex","income","Location","Price","Experience","Other","will_attend"
"1956",502980,-78.737416793516,35.8021195641487,34.7110963037448,"White","M","75-100k",4,3,1,3,0
"1957",503023,-78.7887613176167,35.7619344044847,41.1311595388506,"White","M","100-150k",4,3,2,1,0
"1958",503677,-78.8320238204815,35.8155262489075,38.8264469713577,"White","F","75-100k",4,3,2,2,0
"1959",504385,-78.7756840749992,35.74489947722,39.7849726037133,"White","F","50-75k",4,3,2,3,0
"1960",505047,-78.8246524143554,35.8040947041593,47.0128564438147,"White","M","75-100k",4,4,1,1,0
"1961",505423,-78.7582346782011,35.8004835296079,43.1420971232927,"Black","F","50-75k",4,4,1,2,0
"1962",506066,-78.8164067897888,35.8378356087886,30.3011383951346,"White","M","<25k",4,4,1,3,0
"1963",506134,-78.7912721043862,35.8005497713446,38.5895785767894,"White","F","100-150k",4,4,2,1,0
"1964",506266,-78.7515979449248,35.7875093952477,51.1314737321618,"Black","M","50-75k",4,4,2,2,0
"1965",506331,-78.7850169431834,35.8494220018307,53.894127183031,"White","F","<25k",4,4,2,3,0
"1966",506508,-78.8306489421767,35.7876528818145,42.9481707157894,"White","M","<25k",5,1,1,1,0
"1967",506593,-78.7627979148115,35.771578390968,40.0035143898583,"White","M","<25k",5,1,1,2,0
"1968",507635,-78.7781596879309,35.7997774960686,37.6445152842688,"White","F","75-100k",5,1,1,3,0
"1969",508262,-78.7238401584647,35.7723622066871,40.51072329028,"Black","F","75-100k",2,2,2,3,0
"1970",508494,-78.864322279225,35.8780218849076,42.3616232738791,"White","F","75-100k",2,3,1,1,0
"1971",508517,-78.7772180910197,35.8186298822956,31.2230296203469,"White","F","50-75k",5,1,2,1,0
"1972",508757,-78.7629715989466,35.7657129569569,32.328726594302,"White","M","75-100k",5,1,2,2,0
"1973",509506,-78.6722123756169,35.7781184134847,51.8101580184828,"Black","F","<25k",2,3,1,2,0
"1974",509683,-78.6851330116353,35.8203807537055,43.3231572869007,"White","M",">150k",2,3,1,3,0
"1975",510356,-78.8133047760537,35.6903165238792,38.461183748224,"White","F","25-50k",5,1,2,3,0
"1976",510703,-78.9254910295903,35.8211003811262,45.438722324756,"Hispanic","M","25-50k",5,2,1,1,0
"1977",511745,-78.8298821261899,35.8312224493373,41.9325146133466,"White","M","75-100k",5,2,1,2,0
"1978",511976,-78.7539059174075,35.7839040688896,36.9295917705434,"White","M","100-150k",5,2,1,3,0
"1979",512928,-78.8615044906641,35.9078799992745,48.4294952239391,"White","M","<25k",2,3,2,1,0
"1980",513293,-78.7934079308817,35.7258094208732,57.3118923072881,"White","F","25-50k",5,2,2,1,0
"1981",513538,-78.8049880571789,35.7248453367815,37.0998409280308,"Hispanic","M","75-100k",5,2,2,2,0
"1982",513697,-78.8153048186339,35.7568000655292,37.7169178851674,"White","M","50-75k",5,2,2,3,0
"1983",513783,-78.7709836561472,35.8484693728608,34.4309677132291,"Hispanic","M","75-100k",5,3,1,1,0
"1984",514315,-78.6985930023405,35.7654945722095,52.5814538978338,"White","M","75-100k",2,3,2,2,0
"1985",515146,-78.8861769723341,35.8434571989951,45.1331980535556,"White","F","75-100k",2,3,2,3,1
"1986",515683,-78.8020290249757,35.7429980803439,59.6965342939282,"White","F","50-75k",5,3,1,1,0
"1987",516051,-78.7123314125451,35.7946533324613,47.3440036419904,"Hispanic","F","<25k",2,4,1,1,0
"1988",516612,-78.7297773192948,35.7349349151874,47.6500805387098,"Hispanic","F","75-100k",5,3,1,2,0
"1989",517485,-78.7624987489508,35.7864455065492,37.4841384443717,"Hispanic","F","75-100k",5,3,1,3,0
"1990",518217,-78.7142568275434,35.7441722463922,38.7125219375111,"White","M","25-50k",2,4,1,2,0
"1991",518218,-78.8036915325802,35.7965383212685,36.1398366769484,"White","F","100-150k",5,3,2,1,0
"1992",518333,-78.7648245729912,35.8537549514969,48.3241860339394,"White","M","100-150k",5,3,1,2,0
"1993",519143,-78.7305346776078,35.7598760946373,55.111269126031,"Hispanic","F","<25k",2,4,1,3,0
"1994",519500,-78.7124747273769,35.7255333421122,31.4488598192083,"White","M","25-50k",5,3,2,2,0
"1995",519700,-78.7315339833286,35.7865795115173,48.9855131526512,"Hispanic","F","<25k",2,4,2,1,0
"1996",520039,-78.7821266930014,35.853732461934,41.759696551442,"White","M","25-50k",5,3,2,3,0
"1997",520283,-78.8125755325342,35.7698363912704,42.5299796829894,"White","M","100-150k",5,4,1,1,0
"1998",520291,-78.8152480852343,35.8374679668542,53.0030064567481,"White","F","100-150k",5,4,1,2,0
"1999",520405,-78.8011569013561,35.8452170633393,38.2821348956419,"White","F","50-75k",5,4,1,3,0
"2000",520815,-78.7752572649284,35.6736232866533,35.4470302283559,"Black","F","50-75k",5,3,1,3,0
"2001",521594,-78.8210120369402,35.7824443614097,43.623454917556,"White","F","25-50k",5,4,2,1,0
"2002",523093,-78.8117155554207,35.8447802784088,37.1567151152703,"Hispanic","F","100-150k",5,4,2,2,0
"2003",523547,-78.7437705215978,35.8216483478154,39.4987248138505,"White","F","50-75k",5,4,2,3,0
"2004",523997,-78.7362321582771,35.7712007044025,41.6814297563799,"White","M","75-100k",1,1,1,1,0
"2005",524181,-78.7171202456205,35.8320699561079,35.4623723586024,"White","M","<25k",1,1,1,2,0
"2006",525832,-78.7438126720617,35.7793495761713,29.9522901768326,"White","F","25-50k",1,1,1,3,0
"2007",525929,-78.7523761398168,35.7607786861305,43.0002501402926,"White","M","50-75k",1,1,2,1,0
"2008",526048,-78.7902136713526,35.8896880119401,37.2974823352575,"White","F","<25k",1,1,2,2,0
"2009",526576,-78.7168340542347,35.761117599202,46.6197414144383,"White","M","75-100k",2,4,2,2,0
"2010",527482,-78.7357970910425,35.7789338358048,39.4065163033905,"Aisian/Other","F","25-50k",1,1,2,3,0
"2011",527704,-78.8443151068391,35.8218047192039,39.1924243612701,"White","M","75-100k",1,2,1,1,0
"2012",527873,-78.6861217270714,35.7704380212896,34.6673843497606,"White","M","50-75k",2,4,2,3,0
"2013",528103,-78.729425451927,35.7585799314609,38.3799484934591,"White","M","25-50k",3,1,1,1,0
"2014",528641,-78.7970007702005,35.7168971111615,48.7267968114116,"White","M","75-100k",1,2,1,2,0
"2015",529319,-78.7499105858268,35.7668224739077,34.7293661805664,"Hispanic","F","50-75k",1,2,1,3,0
"2016",530227,-78.7657319966492,35.8597702608218,54.5621687917823,"Black","F","100-150k",5,3,2,1,0
"2017",530417,-78.7984784537485,35.8152701428646,30.8801398839663,"White","F","25-50k",1,2,2,1,0
"2018",530477,-78.7195625911923,35.7886687824651,41.1095282972634,"White","M","50-75k",3,1,1,2,0
"2019",532143,-78.8423211457055,35.7274068594532,37.5599200399927,"White","M","50-75k",3,1,1,3,0
"2020",532550,-78.7822246024434,35.7357621587385,33.3037314340443,"White","F","50-75k",1,2,2,2,0
"2021",532843,-78.770273592272,35.7581656466016,36.6206400288559,"White","F","<25k",1,2,2,3,1
"2022",533359,-78.7368760046736,35.8187425120549,32.9330314577721,"White","F","<25k",1,3,1,1,0
"2023",533524,-78.9132196311686,35.8279785180195,57.2018851699103,"Hispanic","F","75-100k",1,3,1,2,0
"2024",533551,-78.7346350229519,35.8107043763169,49.2648934784507,"White","M","100-150k",1,3,1,3,0
"2025",534034,-78.8462627788292,35.7681752515474,39.7099648194773,"White","F","25-50k",3,1,2,1,0
"2026",534171,-78.8300972604618,35.822317253495,40.1390847404835,"Hispanic","M","100-150k",1,3,2,1,0
"2027",534700,-78.8365379636335,35.802978858893,30.1177653188812,"Black","F","25-50k",1,3,2,2,0
"2028",535225,-78.7241639804945,35.792316153826,32.899298736484,"White","M","<25k",3,1,2,2,0
"2029",535486,-78.8064426027381,35.8094524014992,43.8677750470531,"Aisian/Other","M","100-150k",1,3,2,3,0
"2030",535510,-78.7262624690186,35.6937360891271,33.3895641573531,"White","M","25-50k",1,4,1,1,0
"2031",535513,-78.7722147971495,35.8432938315317,30.6819534101095,"White","F","50-75k",5,3,2,2,0
"2032",535736,-78.7073902941532,35.7515558589506,37.3647055741964,"Black","M","<25k",3,1,2,3,0
"2033",535981,-78.763810991662,35.8232849754296,36.4359574757928,"White","M","75-100k",1,4,1,2,0
"2034",537277,-78.7273666974516,35.7045753226335,38.8429750500904,"White","M","25-50k",1,4,1,3,0
"2035",537657,-78.6945119590683,35.7219811777655,41.3221567807046,"Black","M",">150k",3,2,1,1,0
"2036",537698,-78.7563328108468,35.826289824807,32.4300786488875,"Black","F","50-75k",1,4,2,1,0
"2037",537845,-78.7639659666037,35.8085151740583,42.9009251148203,"White","F","75-100k",1,4,2,2,0
"2038",538403,-78.8185886627856,35.8911802762994,31.022031245741,"White","F","75-100k",1,4,2,3,1
"2039",538471,-78.8887126402902,35.8544673029252,30.8494064885736,"Black","M","100-150k",3,2,1,2,0
"2040",538590,-78.7670419459916,35.8279015978772,31.734251604196,"White","M","75-100k",2,1,1,1,0
"2041",539055,-78.7544987554711,35.8837832357958,43.9368613910725,"White","F","100-150k",5,3,2,3,0
"2042",539257,-78.7278253925256,35.7664260542399,38.3418650422167,"White","M","75-100k",3,2,1,3,0
"2043",539281,-78.7573630412143,35.8323854636329,53.9265540780941,"Black","M","100-150k",2,1,1,2,0
"2044",539447,-78.6957473016484,35.7610766432726,36.0837446130282,"White","F","75-100k",3,2,2,1,0
"2045",539459,-78.757239996788,35.8426912960608,34.7372735139113,"White","F","50-75k",2,1,1,3,0
"2046",539526,-78.7901658403947,35.7906251427405,41.1363866633558,"White","M","25-50k",2,1,2,1,0
"2047",540249,-78.8305491268342,35.7522012718191,40.0154245294438,"Aisian/Other","F","75-100k",3,2,2,2,1
"2048",540878,-78.7379260393866,35.7616080727343,50.2169750876801,"White","F","25-50k",2,1,2,2,0
"2049",540897,-78.7646824519207,35.8181922016658,42.7415427541992,"White","F","75-100k",2,1,2,3,1
"2050",541095,-78.8051222277637,35.7741261885569,44.828745085553,"White","M","100-150k",2,2,1,1,0
"2051",541199,-78.8017619242649,35.7626681756553,44.0034911164873,"White","F","75-100k",2,2,1,2,0
"2052",541521,-78.7176276535281,35.8764548918677,40.4117365576386,"Hispanic","M","25-50k",2,2,1,3,0
"2053",541597,-78.6755518901639,35.7612539891568,31.5680325823191,"White","F","100-150k",3,2,2,3,0
"2054",542053,-78.7648229063598,35.8132693408333,32.8788604664448,"White","F","100-150k",2,2,2,1,0
"2055",542367,-78.7758498487663,35.7301187708446,55.288812354459,"White","M","<25k",2,2,2,2,1
"2056",542436,-78.8532055104691,35.8568399109027,43.2019819898129,"White","F","100-150k",3,3,1,1,0
"2057",542792,-78.7335421762149,35.8173789873993,43.5508619028042,"Hispanic","F","50-75k",2,2,2,3,1
"2058",543065,-78.7024030240081,35.819778752459,43.1909218081348,"White","F","25-50k",3,3,1,2,0
"2059",543100,-78.8102955313044,35.8462569197526,32.5508413066674,"White","F","75-100k",2,3,1,1,0
"2060",543364,-78.7945631040243,35.7755851232939,32.2136534830017,"White","M","25-50k",2,3,1,2,0
"2061",543849,-78.6867138005158,35.7528609329438,35.3287221722708,"White","F","100-150k",3,3,1,3,0
"2062",544312,-78.781425024676,35.7318673242957,36.1036359544037,"White","M",">150k",2,3,1,3,0
"2063",544709,-78.8452474607951,35.8889608266657,47.1783800842249,"Aisian/Other","F","75-100k",3,3,2,1,0
"2064",545360,-78.8448854467554,35.7128620204338,32.2770526130276,"White","F","50-75k",3,3,2,2,1
"2065",545493,-78.8166917250002,35.8609345443847,33.9962928021987,"White","M","100-150k",2,3,2,1,0
"2066",545928,-78.6882686633058,35.8042486582579,36.3428291671055,"White","F","25-50k",3,3,2,3,0
"2067",546505,-78.8189773679401,35.8548267651083,35.1922378031287,"Hispanic","F","25-50k",2,3,2,2,0
"2068",546880,-78.7396423659995,35.7869468306716,41.7260083632045,"Aisian/Other","F","50-75k",2,3,2,3,0
"2069",547147,-78.8038319175821,35.8056534682017,41.5839606654928,"White","F","75-100k",2,4,1,1,0
"2070",547492,-78.7045644100179,35.7599046207896,41.129892144897,"Aisian/Other","F","75-100k",3,4,1,1,0
"2071",547614,-78.8331046494394,35.7542392424453,41.6051029683002,"White","F","75-100k",3,4,1,2,0
"2072",547722,-78.7269930737273,35.7840068538309,54.4847264742626,"Hispanic","F","75-100k",3,4,1,3,0
"2073",547905,-78.7967898430369,35.7778018981241,37.9435331154116,"White","M","75-100k",2,4,1,2,0
"2074",548605,-78.7219072620576,35.7014278273482,39.4764235535253,"White","F","<25k",2,4,1,3,0
"2075",548670,-78.7815252705685,35.7868149510625,42.5780341611983,"Hispanic","M","75-100k",2,4,2,1,0
"2076",549553,-78.685407989825,35.7893241947074,32.8752901729692,"White","F","50-75k",3,4,2,1,0
"2077",549572,-78.8327660665883,35.8087693326448,51.6783857511013,"White","F","75-100k",2,4,2,2,0
"2078",550689,-78.7897551326684,35.8259284692413,30.4839259173566,"White","F","25-50k",2,4,2,3,0
"2079",550707,-78.9023137428901,35.7571168653552,41.9537316250346,"White","M","50-75k",3,4,2,2,0
"2080",550841,-78.718845238553,35.7390358735336,34.6610072033606,"White","F","75-100k",3,4,2,3,0
"2081",550858,-78.7518769553784,35.6539966347338,37.4168752473064,"White","M","25-50k",5,4,1,1,0
"2082",551427,-78.6909985341686,35.7282095055351,43.8687126742723,"White","M","75-100k",4,1,1,1,0
"2083",551914,-78.8218805447127,35.7608606767023,46.6252468825113,"White","M","75-100k",4,1,1,2,0
"2084",552285,-78.6965035790638,35.7273477626885,50.7241613093165,"Aisian/Other","F","75-100k",4,1,1,3,0
"2085",552499,-78.7300801584956,35.7336012477581,42.1077130163144,"Black","F","50-75k",3,1,1,1,0
"2086",553085,-78.8179783960855,35.8439692933735,43.0416360575051,"White","F","100-150k",3,1,1,2,0
"2087",553350,-78.7781111237749,35.8165670445519,35.3620888842672,"White","F","75-100k",3,1,1,3,0
"2088",554505,-78.7544868902542,35.8656972401027,43.0976939895948,"White","M","75-100k",5,4,1,2,0
"2089",554655,-78.7642655611664,35.7964873879132,30.6269400439258,"White","M","100-150k",3,1,2,1,0
"2090",554805,-78.8221582631127,35.8341618456,41.7461113682365,"White","F","75-100k",3,1,2,2,0
"2091",554839,-78.7594393882323,35.7493155308767,51.5241998155689,"Black","M","50-75k",3,1,2,3,0
"2092",555625,-78.8444773715758,35.8804530809349,47.8746431628822,"White","F","25-50k",4,1,2,1,0
"2093",555685,-78.7377057432095,35.6446028563652,49.3776898601828,"White","F","100-150k",5,4,1,3,0
"2094",555900,-78.8488815475507,35.8511557176244,44.7218036566454,"White","F","50-75k",4,1,2,2,0
"2095",555996,-78.7792383288947,35.8276760587904,54.1692629764246,"White","M",">150k",5,4,2,1,0
"2096",556197,-78.7189162746227,35.7821465173025,35.2081782521924,"White","M","100-150k",4,1,2,3,0
"2097",556617,-78.84535656525,35.8617106072323,59.3988603246206,"White","F","<25k",4,2,1,1,0
"2098",556743,-78.7871961387677,35.8728596983081,40.0234476593349,"White","F","25-50k",3,2,1,1,0
"2099",556972,-78.853414790516,35.7549551076893,53.1674149766718,"White","M","<25k",4,2,1,2,0
"2100",557314,-78.6765091734365,35.7533163591474,40.1665428614969,"White","F","100-150k",4,2,1,3,0
"2101",557387,-78.7711206382695,35.838870103343,33.7775753266845,"Black","M","75-100k",3,2,1,2,0
"2102",557750,-78.8081596727558,35.7869930000861,61.2371068532758,"Black","M","25-50k",3,2,1,3,0
"2103",557770,-78.8032242121309,35.7770826868111,41.7002520985429,"Black","F","100-150k",3,2,2,1,0
"2104",559224,-78.7565683569327,35.8136943552605,33.5570062356052,"White","M","75-100k",3,2,2,2,0
"2105",559673,-78.7867052362938,35.769364666986,31.19669431861,"Aisian/Other","F","25-50k",3,2,2,3,0
"2106",560091,-78.717941844915,35.7460604302813,40.5775444450466,"White","M","50-75k",4,2,2,1,0
"2107",560779,-78.8700945144273,35.722501591079,54.0533582878439,"White","F","75-100k",4,2,2,2,0
"2108",561012,-78.736786914572,35.7627172309616,29.0288670610627,"White","F","50-75k",3,3,1,1,0
"2109",561321,-78.7243221391219,35.7762331387289,37.8667447114393,"White","M","75-100k",4,2,2,3,0
"2110",563499,-78.7177832006096,35.8011939419652,36.1494544398885,"White","F","100-150k",4,3,1,1,0
"2111",564026,-78.7645039902643,35.7808913705584,51.9035882623341,"White","M","25-50k",3,3,1,2,0
"2112",564071,-78.7361565669563,35.8332525555418,38.2301062960617,"Black","F","75-100k",3,3,1,3,0
"2113",564331,-78.8093647018026,35.8018757717573,27.8721735475432,"White","M",">150k",3,3,2,1,0
"2114",564501,-78.7920566670559,35.8311531195118,47.9206906979886,"White","F","75-100k",3,3,2,2,0
"2115",564698,-78.7579957663772,35.7008127932139,47.4580200603617,"White","F",">150k",3,3,2,3,0
"2116",564700,-78.7787331283344,35.8009974740049,53.9283347270753,"Black","M","100-150k",3,4,1,1,0
"2117",565193,-78.7737675928213,35.807200799675,52.6389648943207,"Aisian/Other","M","75-100k",3,4,1,2,0
"2118",565935,-78.8171923509041,35.8234739017755,35.2159614497042,"Hispanic","F","75-100k",3,4,1,3,0
"2119",566485,-78.8008589926039,35.789292500643,36.6904885621267,"Black","M","<25k",3,4,2,1,0
"2120",567192,-78.7515614972418,35.7835385569568,31.108768280058,"Black","M","50-75k",3,4,2,2,1
"2121",567586,-78.73406807316,35.7602404337866,41.3551754374426,"White","M","75-100k",3,4,2,3,0
"2122",568312,-78.7901633073092,35.8326713762476,40.9575308131439,"White","M","50-75k",4,1,1,1,0
"2123",568419,-78.7550391190266,35.744981343492,47.4076939944875,"White","F","50-75k",4,1,1,2,0
"2124",568963,-78.8172547944619,35.8346977515217,35.1934622970159,"White","M","25-50k",4,1,1,3,0
"2125",569450,-78.7646307613249,35.8418077878302,45.9316490103514,"White","F","75-100k",4,1,2,1,0
"2126",570432,-78.7262219438971,35.729510276437,31.650591453342,"Hispanic","F","100-150k",4,1,2,2,0
"2127",570456,-78.7576870815524,35.7610730405263,54.5217731268009,"White","F","50-75k",4,1,2,3,0
"2128",570543,-78.7286854723566,35.7784670451789,27.7574793389126,"White","F","25-50k",4,3,1,2,0
"2129",570634,-78.8255212142435,35.8425826373486,47.7587989601127,"White","F","25-50k",4,2,1,1,0
"2130",570923,-78.7549927363142,35.9103852725738,35.9943689545625,"Hispanic","F","<25k",5,4,2,2,0
"2131",571085,-78.7843686437159,35.7189313274395,33.9200346976693,"White","F","25-50k",4,2,1,2,0
"2132",571697,-78.8473410902808,35.8607690685889,29.6059162408638,"Black","F","75-100k",4,3,1,3,0
"2133",572103,-78.7162985405996,35.8024372725197,31.3101968576319,"White","M","25-50k",4,3,2,1,0
"2134",572413,-78.78804202188,35.8126568343692,23.7233966313348,"White","M","75-100k",4,2,1,3,0
"2135",572500,-78.7699704038716,35.8292669788297,45.0411083674372,"Black","M","50-75k",4,2,2,1,0
"2136",572647,-78.7039773186967,35.7714463156085,44.1066349802432,"White","F","75-100k",4,3,2,2,0
"2137",574328,-78.7935219054946,35.7348892440639,49.355408561511,"White","F","50-75k",4,2,2,2,0
"2138",574634,-78.688174491111,35.7658362398458,35.3658332955627,"White","F","25-50k",4,3,2,3,0
"2139",575576,-78.7727286901974,35.8127588339176,49.4307807613641,"Black","M","100-150k",4,2,2,3,0
"2140",575581,-78.8580465451115,35.8640037620822,33.7650265568748,"White","M","25-50k",4,4,1,1,0
"2141",576287,-78.7307723951969,35.7139971189478,42.7757259657019,"White","M",">150k",4,3,1,1,0
"2142",576669,-78.7283367108323,35.8203901482038,40.7250531253755,"White","F","50-75k",4,3,1,2,0
"2143",577173,-78.7659914282005,35.8221687186355,52.8527914844322,"White","M","<25k",4,3,1,3,0
"2144",577337,-78.7974794382997,35.7456533926004,41.9161146381955,"Hispanic","F","<25k",4,3,2,1,0
"2145",577431,-78.7785458439981,35.7983010355727,37.037527738387,"White","M","75-100k",4,3,2,2,0
"2146",578031,-78.767081117674,35.7827497667291,34.5348233305339,"White","F","25-50k",4,3,2,3,0
"2147",578143,-78.7831243104272,35.7914289837463,56.0189543599373,"White","M","75-100k",4,4,1,1,0
"2148",578397,-78.8267131933934,35.7983085198114,30.6973581729053,"White","M",">150k",4,4,1,2,0
"2149",578408,-78.7299820269783,35.7700595728046,39.2371764561732,"Black","M","<25k",4,4,1,2,0
"2150",578629,-78.7484924389434,35.7413766736107,34.9227637568817,"White","F","75-100k",4,4,1,3,0
"2151",578748,-78.7477949079775,35.7651990858021,57.8592562306555,"White","F","25-50k",4,4,2,1,0
"2152",578807,-78.7070454949498,35.7751152193359,42.0309358407202,"Black","F","<25k",4,4,1,3,0
"2153",579082,-78.7418380648933,35.7758561647299,50.9594106468846,"White","F","100-150k",4,4,2,2,0
"2154",579173,-78.8467903403384,35.8117644462333,37.1572649235011,"Aisian/Other","F","75-100k",4,4,2,3,0
"2155",579555,-78.7325453876046,35.8027901532462,31.3042407470148,"White","F","25-50k",5,1,1,1,0
"2156",579742,-78.7796656269275,35.8504722060546,48.3404157463528,"Hispanic","M","75-100k",5,1,1,2,0
"2157",580284,-78.7232270395084,35.758364532412,32.2994282681632,"White","M",">150k",4,4,2,1,0
"2158",580793,-78.7963923712919,35.8456165643914,39.4026542293079,"White","F",">150k",5,1,1,3,0
"2159",581287,-78.8099916391429,35.7310025223244,43.3102500635102,"Black","M","25-50k",5,1,2,1,0
"2160",581880,-78.7828707791471,35.7812278540767,40.0918377402966,"White","M","75-100k",5,1,2,2,0
"2161",582072,-78.806254365003,35.7973610262491,43.6453673917545,"White","F","100-150k",5,1,2,3,0
"2162",582094,-78.8028162896378,35.8815196924755,37.5354715170374,"Black","M","100-150k",5,2,1,1,0
"2163",582347,-78.7097697564514,35.8339409982853,47.2525694887575,"White","M","25-50k",5,2,1,2,0
"2164",582390,-78.776472976819,35.9216637187664,42.5182108368326,"White","F","50-75k",5,2,1,3,0
"2165",582945,-78.7916350599202,35.7627994255072,49.9016360637733,"White","M","50-75k",5,2,2,1,0
"2166",582985,-78.7931347472186,35.7892858545638,33.3791882182089,"White","F","50-75k",5,2,2,2,0
"2167",583518,-78.7908793051257,35.7643451144175,38.7886218917003,"Hispanic","F",">150k",5,2,2,3,0
"2168",584206,-78.8503708715085,35.830249661259,44.300105442792,"White","M","25-50k",5,3,1,1,0
"2169",584596,-78.8536055803583,35.8428152220854,42.0887788749841,"White","M","75-100k",4,4,2,2,0
"2170",584980,-78.8740037296349,35.7480787424202,52.6026183489333,"White","F","25-50k",4,4,2,3,0
"2171",585325,-78.7776314910364,35.8267829851613,33.2595885939369,"White","M","75-100k",5,3,1,2,0
"2172",585424,-78.7983068831496,35.7479798185932,40.7241229827629,"White","F","75-100k",5,3,1,3,0
"2173",585595,-78.8090715220174,35.8140626959991,63.2144433977828,"White","M","25-50k",5,3,2,1,0
"2174",586077,-78.838914069528,35.8066597734917,48.8214129392346,"White","M",">150k",5,3,2,2,0
"2175",586363,-78.769916442999,35.7682127172138,39.7887461153778,"Black","M","<25k",5,3,2,3,0
"2176",586416,-78.7513210213774,35.8358279725227,43.1656999495081,"White","M","75-100k",5,4,1,1,0
"2177",586417,-78.8175145897435,35.7753917452512,37.5746152865963,"Black","F","100-150k",5,4,1,2,0
"2178",586663,-78.7258248370033,35.7961062783951,31.4199001375869,"Black","F","75-100k",5,1,1,1,0
"2179",587054,-78.7655366398658,35.8193129036259,43.9246604342877,"White","F","75-100k",5,4,1,3,0
"2180",587076,-78.840474241228,35.8451626853938,34.8978229480534,"White","F","75-100k",5,4,2,1,0
"2181",587329,-78.8094512987161,35.7960274874607,38.9658559227877,"Black","M","50-75k",5,4,2,2,0
"2182",587544,-78.7779964805148,35.8583959515949,44.5531554144723,"White","M","100-150k",5,4,2,3,0
"2183",587694,-78.7882213975536,35.7717861106863,38.4174612112005,"White","M","50-75k",1,1,1,1,0
"2184",587852,-78.8125325676936,35.7954374916555,52.9136260974745,"Aisian/Other","M","50-75k",1,1,1,2,0
"2185",588646,-78.7702038554344,35.83032684191,62.0266287263217,"White","M","100-150k",1,1,1,3,0
"2186",588700,-78.8219154892867,35.7933453706754,39.7226258547867,"White","M","25-50k",1,1,2,1,0
"2187",588884,-78.8347447603818,35.8287855900915,35.1943315267251,"Aisian/Other","F","<25k",1,1,2,2,0
"2188",588987,-78.7835602448368,35.7610875475302,57.8648456999309,"White","F","100-150k",1,1,2,3,0
"2189",589960,-78.749283077172,35.8175109312346,38.8068035216574,"White","M","50-75k",1,2,1,1,1
"2190",590105,-78.6978781124017,35.7787528419215,42.1419356053186,"White","M","75-100k",5,1,1,2,0
"2191",590162,-78.7742965995086,35.7975128937177,42.899262170921,"White","M","100-150k",1,2,1,2,0
"2192",590540,-78.8409248806457,35.7827963895453,52.203504255969,"White","F","100-150k",5,1,1,3,0
"2193",590888,-78.757101949042,35.7978407064878,42.7033114648865,"Hispanic","M","<25k",1,2,1,3,0
"2194",591049,-78.7577211400202,35.7029436571813,36.3334249368585,"White","M","75-100k",1,2,2,1,0
"2195",591059,-78.6897255350538,35.654640221414,52.3024032227987,"Black","M","75-100k",5,4,2,3,0
"2196",591249,-78.7675229763617,35.8008125213554,38.5949762112642,"White","F","75-100k",1,2,2,2,0
"2197",591624,-78.7785852007866,35.8295571269998,38.9104361622452,"Hispanic","F","100-150k",1,1,1,1,0
"2198",592258,-78.6750472173493,35.8007610943689,47.7406229513917,"White","M","100-150k",5,1,2,1,0
"2199",592263,-78.8037975864637,35.836207424237,48.9121830457268,"Black","M","75-100k",1,2,2,3,0
"2200",592795,-78.8048372553695,35.8410029152103,46.5297582911,"Hispanic","F","100-150k",1,3,1,1,0
"2201",593314,-78.7359404978284,35.8031404922294,46.5437745759322,"White","F","25-50k",1,3,1,2,0
"2202",593982,-78.7693084981194,35.7834868043029,37.0191549592458,"White","M","75-100k",1,3,1,3,0
"2203",594129,-78.7343356556259,35.7895331821614,48.1272945967745,"Hispanic","M","100-150k",1,3,2,1,0
"2204",594321,-78.7935215402614,35.7372750395743,37.2763459923554,"White","F","100-150k",1,3,2,2,1
"2205",595457,-78.7534972363972,35.774828200741,41.5923831391098,"Hispanic","F","25-50k",1,3,2,3,0
"2206",595949,-78.8649849576934,35.7906960466944,41.6086405815326,"Hispanic","F","25-50k",5,1,2,2,0
"2207",596110,-78.8016358436207,35.7907513728027,40.8968909391015,"White","M","25-50k",1,4,1,1,0
"2208",596271,-78.8599833652873,35.8866935571341,41.1944573744653,"White","M","25-50k",5,1,2,3,1
"2209",596349,-78.8013381878503,35.7677297898916,60.1843482856511,"White","M","<25k",1,4,1,2,0
"2210",596692,-78.8453458785232,35.8388402224443,45.3481563694189,"White","M","50-75k",1,4,1,3,0
"2211",597756,-78.8005152797853,35.8148711332186,36.7645833285219,"White","F","100-150k",1,4,2,1,0
"2212",598231,-78.7311752578784,35.7876789385018,33.7262800956177,"Hispanic","F",">150k",5,2,1,1,0
"2213",598735,-78.7316072039504,35.7893097049391,38.5208352575146,"White","M","75-100k",5,2,1,2,0
"2214",598818,-78.7894949881924,35.7804336084212,39.319681046116,"White","M","75-100k",1,4,2,2,0
"2215",598824,-78.8745841431566,35.8006218313544,49.6969482234059,"Black","M","50-75k",5,2,1,3,0
"2216",599054,-78.8070205870708,35.8074679723322,35.7508628355966,"White","M","100-150k",1,4,2,3,0
"2217",599265,-78.8354158745273,35.7964200490762,35.6221449309187,"White","F","75-100k",2,1,1,1,0
"2218",599646,-78.8378942128936,35.7873623330036,41.7899132612139,"Black","F","25-50k",5,2,2,1,0
"2219",600866,-78.760931283034,35.7790141625278,41.2598744843372,"White","M","50-75k",2,1,1,2,0
"2220",601239,-78.804677315426,35.843488225042,34.7481130591573,"White","M","100-150k",2,1,1,3,0
"2221",601390,-78.7072546579563,35.7638427004791,35.9233567378223,"White","M","25-50k",5,2,2,2,0
